Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),NO2_NO_ratio,VOC_NOx_ratio,hour_sin,hour_cos,month_sin,month_cos,Wind_U,Wind_V,Ozone_Baseline,Ozone_Anomaly
2021-02-21 11:00:00,185.25,395.25,5.05,52.22,31.9,36.95,40.12,3.25,97.4,4.15,7.6,23.08,53.58,0.9,68.25,0.0,356.48,735.71,0.009189606420488538,8.631404958677686,0.35714285714285715,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,-0.8359285975847318,-0.3335016937588526,45.091080805936514,52.30891919406349
2021-02-21 12:00:00,168.5,380.75,2.22,44.88,25.67,36.1,23.58,3.28,108.2324999999997,4.08,7.92,25.8,48.82,1.0,71.5,0.0,366.05,735.69,0.011117502984941637,13.937888198757763,0.44994375703037115,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,-0.9483236552061993,-0.3173046564050921,45.19674747260318,63.035752527396525
2021-02-21 13:00:00,139.75,286.5,2.38,34.1,20.1,32.5,15.1,3.15,108.2324999999997,5.68,9.68,27.18,42.6,1.32,71.5,0.0,374.88,735.75,0.012608253408179632,10.088757396449704,0.7279620853080568,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,-1.251787224872183,-0.41884214645472156,45.30977872260318,62.922721277396526
2021-02-21 14:00:00,103.75,205.25,1.45,33.2,18.85,32.28,12.62,3.03,108.2324999999997,5.08,7.8,27.5,41.4,1.42,73.5,0.0,291.8,735.64,0.014211647509578545,13.551020408163266,0.648866498740554,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,-1.361524023512834,-0.40330178947956996,45.40076830593651,62.831731694063194
2021-02-21 15:00:00,101.0,316.75,2.08,31.3,18.38,31.88,11.98,3.03,108.2324999999997,5.03,7.7,26.55,41.68,1.58,70.75,0.0,91.95,735.92,0.014850666666666667,10.162337662337663,0.6568627450980393,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,-1.491660652220599,-0.5209112195152039,45.47511900038096,62.757380999618746
2021-02-21 16:00:00,86.0,275.0,1.78,34.9,20.03,30.95,10.12,3.15,108.2324999999997,6.3,10.1,25.78,44.03,1.48,70.5,0.0,66.32,735.64,0.011481409961685824,12.553956834532373,0.7798383262006656,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-1.3951094068164238,-0.49403415166598125,45.53442802815873,62.698071971840974
2021-02-21 17:00:00,82.5,156.25,1.5,45.8,25.6,30.58,9.12,3.3,108.2324999999997,9.78,12.62,24.25,48.2,0.98,73.25,0.0,28.5,735.9,0.007043141762452107,18.32,0.8421052631578947,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,-0.9384199335887181,-0.2824323427714076,45.58172316704761,62.65077683295209
2021-02-21 18:00:00,74.75,174.5,2.1,76.97,42.68,29.72,19.77,3.47,54.58,7.68,13.1,21.75,55.05,0.3,79.75,0.0,8.95,735.75,0.003738206896551724,24.829032258064515,0.47573260073260076,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,-0.29521220929388725,-0.053383063642152534,45.68447663926983,8.895523360730166
2021-02-21 19:00:00,102.75,213.25,29.45,94.8,74.43,34.0,21.38,4.4,8.6,10.45,18.92,19.6,63.6,0.3,160.25,0.0,8.0,735.49,0.00221496332785988,3.1133004926108376,0.38936762561315125,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,-0.10137501540099808,0.2823528045769112,45.73608775038095,-37.13608775038095
2021-02-21 20:00:00,170.25,312.5,66.45,99.25,106.95,35.7,25.05,4.92,6.22,14.85,25.42,18.4,68.2,0.3,201.25,0.0,7.98,735.71,0.002199482033876918,1.4714603409933282,0.3730430754979157,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.10873141148511045,0.2796023607848396,45.726018305936506,-39.50601830593651
2021-02-21 21:00:00,187.0,380.25,31.78,99.02,78.55,34.12,26.5,4.25,7.3,9.22,18.15,18.12,67.9,0.3,176.25,0.0,8.1,735.92,0.0017595757969389625,3.0207443563148257,0.3440603394091766,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,-0.019620938769042934,0.29935767697158105,45.712990528158734,-38.41299052815874
2021-02-21 22:00:00,163.25,283.75,28.85,88.9,70.8,32.75,23.4,4.18,6.6,6.98,15.12,17.32,71.78,0.3,196.5,0.0,8.1,735.84,0.0006960563807815392,2.9782244556113904,0.30779944289693595,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.08520460341117671,0.28764592046045795,45.701490528158736,-39.101490528158735
2021-02-21 23:00:00,159.25,255.0,19.75,92.2,65.15,33.0,21.82,3.88,6.18,6.5,13.27,16.83,74.38,0.3,152.5,0.0,8.07,735.71,0.0014232345604438628,4.443373493975904,0.2988662131519274,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,-0.13852458397051018,0.2661032499534665,45.692768305936504,-39.512768305936504
2021-02-22 00:00:00,142.75,235.0,12.35,80.7,52.97,34.22,10.77,3.5,6.07,5.82,10.8,16.08,78.0,0.3,196.0,0.0,8.02,735.88,0.0005323754776113214,6.044943820224719,0.3079488604780434,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0826912067450997,0.2883785087814957,45.679434972603175,-39.609434972603175
2021-02-22 01:00:00,147.75,246.25,13.78,68.3,47.6,37.1,9.2,3.52,8.3,6.52,12.5,15.27,81.27,0.3,200.75,0.0,8.07,735.62,0.0005270216792967743,4.621109607577808,0.391358024691358,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0.10628731139931474,0.2805405629058035,45.66717108371428,-37.36717108371428
2021-02-22 02:00:00,183.25,271.25,16.0,64.9,47.6,39.3,8.3,3.5,7.75,5.6,12.55,14.85,83.12,0.3,112.75,0.0,8.02,735.6,-4.161281643022947e-05,3.8176470588235296,0.37345679012345673,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.2766602915011355,0.11601328849104621,45.65605997260318,-37.90605997260318
2021-02-22 03:00:00,193.75,292.5,16.17,63.95,47.2,40.85,10.82,3.58,8.48,4.68,11.15,14.92,81.2,0.3,26.0,0.0,8.05,735.84,-0.0006684747329274762,3.7245195107746065,0.3284232365145228,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,-0.1315113440367232,-0.2696382138897501,45.64397663926984,-37.16397663926983
