PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Leighton_ratio,VOC_NOx_ratio,O3_lag1,NOx_lag1
44.6,77.64,23.26,27.73,40.57,12.89,4.08,3.02,16.1,0.0,13.034667594848592,0.0,14.09,32.62
54.72,91.56,24.8,28.73,42.91,13.31,4.23,2.21,18.05,0.0,15.056844937773294,0.0,16.1,40.57
69.08,83.58,26.77,30.68,46.45,14.15,4.58,1.45,16.11,0.0,13.61315340909091,0.0,18.05,42.91
54.15,59.78,30.01,33.23,51.73,16.12,4.9,1.52,10.11,0.01,8.863602103418055,0.0001896453631708,16.11,46.45
62.27,69.15,30.2,33.76,52.35,17.0,4.28,1.64,9.4,0.03,8.1668584579977,0.0005623242736644,10.11,51.73
64.86,67.06,25.29,28.7,43.43,13.69,4.26,1.44,34.0,1.3,28.951515151515157,0.0292595093405356,9.4,52.35
55.84,72.39,22.15,24.7,37.01,11.87,4.69,1.54,29.59,4.87,25.502665369649804,0.1281241778479347,34.0,43.43
46.25,60.24,21.6,25.24,36.93,11.99,4.12,1.32,32.35,3.22,26.629573170731717,0.0848932243606643,29.59,37.01
40.38,31.33,27.07,31.25,47.21,14.58,4.12,1.53,35.52,1.89,29.814772093023254,0.0392034847542003,32.35,36.93
40.43,39.35,20.95,23.68,35.0,12.09,4.12,1.39,27.7,2.6,23.5135737439222,0.0722222222222222,35.52,47.21
50.25,58.68,22.49,24.4,37.11,13.3,4.12,1.67,29.06,1.78,25.73068503937008,0.0467069010758331,27.7,35.0
45.47,52.21,30.39,41.67,58.97,18.8,6.46,1.66,41.85,2.16,29.805987813452077,0.0360180090045022,29.06,37.11
62.65,66.74,25.33,34.45,48.09,14.39,6.29,1.34,30.93,3.09,22.100335684062056,0.0629456101038908,41.85,58.97
70.83,76.61,32.36,43.49,62.4,19.06,6.53,1.84,35.84,0.22,26.068383906495843,0.0034700315457413,30.93,48.09
42.86,49.12,29.75,39.55,56.61,18.39,6.23,1.26,36.33,0.01,26.6539457459926,0.000173580975525,35.84,62.4
37.36,47.46,28.03,37.67,53.38,16.55,6.2,1.11,31.69,0.04,22.97053788466512,0.0007355645457888,36.33,56.61
40.2,51.58,31.53,44.65,62.52,18.3,6.94,1.42,20.84,0.06,14.393980284775466,0.0009445843828715,31.69,53.38
32.67,34.51,30.1,42.56,59.4,17.57,6.04,1.27,30.64,1.0,21.1722681359045,0.0165562913907284,20.84,62.52
58.71,67.36,26.96,36.7,51.54,14.29,6.56,1.58,24.83,2.11,17.756413793103444,0.0401598781880472,30.64,59.4
50.23,56.29,24.8,34.9,47.93,13.93,6.38,1.16,31.33,0.59,21.64300835654596,0.0120580421009605,24.83,51.54
33.37,37.39,25.2,33.08,46.84,15.69,5.82,0.94,39.55,0.03,29.244718309859152,0.0006270903010033,31.33,47.93
38.79,48.62,25.72,34.57,48.58,15.0,6.1,0.84,28.18,0.81,20.37642957548496,0.0163372327551432,39.55,46.84
39.15,47.71,32.39,42.12,61.31,18.25,6.67,1.03,22.69,0.0,17.043810296846015,0.0,28.18,48.58
61.48,71.92,29.36,40.44,56.94,15.78,6.61,1.54,23.45,0.07,16.61418918918919,0.0012081463583016,22.69,61.31
33.74,38.52,26.89,35.18,50.23,15.19,6.34,1.12,28.42,1.66,21.12254836926479,0.0324028889322662,23.45,56.94
45.47,50.65,31.59,41.5,60.02,17.22,6.96,1.27,20.45,0.02,15.200364705882352,0.0003277613897082,28.42,50.23
68.12,78.97,27.06,37.2,52.04,16.04,6.49,1.13,32.48,0.47,23.008083769633505,0.0088612368024132,20.45,60.02
63.7,71.61,22.22,29.48,40.96,17.5,6.8,1.13,28.9,0.9,21.06817585301837,0.0214489990467111,32.48,52.04
39.93,45.12,33.75,45.57,65.47,26.38,4.73,1.33,17.34,0.12,12.566566459093838,0.0018053257108469,28.9,40.96
55.22,61.82,36.33,46.8,69.01,29.37,3.85,1.16,8.19,0.31,6.224742677824268,0.0044279388658763,17.34,65.47
43.95,55.56,30.16,37.78,55.22,22.8,3.86,0.88,9.5,0.53,7.388344507478081,0.0094272500889363,8.19,69.01
36.0,46.93,36.4,46.97,71.81,27.29,5.59,1.09,9.46,0.31,7.178319783197832,0.0042576569152588,9.5,55.22
39.25,61.84,25.32,37.25,55.36,19.84,8.19,1.23,9.97,5.05,6.599749019607843,0.0896025550035486,9.46,71.81
47.03,66.64,23.21,31.07,48.24,17.65,6.89,0.9,11.92,6.15,8.626853757405675,0.1248984565393988,9.97,55.36
43.58,58.63,32.88,42.83,67.37,25.83,7.92,1.01,11.45,0.31,8.589459274469542,0.004534152406026,11.92,48.24
45.81,70.91,37.22,48.81,76.53,27.51,8.36,1.51,30.45,0.36,22.753443083718125,0.0046433638591512,11.45,67.37
47.6,79.18,29.47,40.87,62.4,22.95,7.57,1.26,39.19,0.36,27.583694769524715,0.0056782334384858,30.45,76.53
40.38,62.66,30.11,42.71,64.53,22.9,8.57,1.4,40.74,0.46,28.064090597117364,0.0070196856401648,39.19,62.4
31.06,46.01,29.53,41.45,62.94,23.55,8.91,1.4,36.7,1.75,25.53005889281508,0.0273694088207694,40.74,64.53
26.45,45.8,31.5,43.41,66.48,22.97,8.44,1.47,33.97,0.47,24.094911056068455,0.0069650266745702,36.7,62.94
27.77,35.27,23.47,33.81,50.79,18.28,7.16,0.87,30.12,0.75,20.30785406492387,0.0144815601467464,33.97,66.48
24.19,30.66,27.61,36.17,56.75,21.05,7.16,0.88,38.75,1.75,28.783629270917405,0.0303030303030303,30.12,50.79
13.58,31.73,39.42,60.15,72.08,47.83,7.72,1.24,31.51,0.31,20.31274243663124,0.0042419266557197,38.75,56.75
20.82,45.87,41.07,67.86,68.95,58.75,8.04,1.32,25.55,0.58,15.238723496950335,0.0082916368834882,31.51,72.08
15.65,29.42,33.37,54.59,55.74,50.51,5.02,0.85,29.5,0.31,17.708490735743837,0.0054635178004934,25.55,68.95
16.8,38.39,36.55,60.29,61.31,56.6,4.42,1.07,31.39,0.55,18.71927720672214,0.0088268335740651,29.5,55.74
31.36,54.65,41.0,69.21,69.62,61.3,6.12,1.7,42.97,0.63,25.09286426434981,0.0089209855564995,31.39,61.31
31.07,64.24,38.97,64.83,65.66,61.03,6.04,1.46,34.86,1.13,20.636399817712288,0.0169516951695169,42.97,69.62
16.6,31.52,39.53,63.24,65.26,61.45,5.01,0.77,26.81,0.46,16.49749844333748,0.0069423483247811,34.86,65.66
12.36,29.03,41.4,67.34,68.94,57.4,5.8,1.15,26.02,4.11,15.762774363476732,0.0587646554189305,26.81,65.26
16.12,38.05,29.49,55.18,53.07,49.72,5.23,1.1,31.12,12.6,16.335507297970807,0.233031255779545,26.02,68.94
24.81,50.95,22.61,51.13,45.58,35.9,4.62,1.1,24.26,3.28,10.52212929215423,0.0704164877629884,31.12,53.07
33.9,59.2,19.16,44.46,39.22,24.48,4.49,0.96,16.31,22.48,6.874166300043994,0.5589259075087022,24.26,45.58
37.75,57.6,18.09,33.94,32.76,23.85,4.65,1.36,4.58,0.3,2.371270749856897,0.0088862559241706,16.31,39.22
32.2,49.11,16.65,30.3,29.66,22.17,2.9,1.03,6.23,0.3,3.314041533546326,0.009784735812133,4.58,32.76
21.48,31.82,17.8,31.35,31.15,24.47,3.69,0.97,8.92,0.3,4.90806800618238,0.0093312597200622,6.23,29.66
35.71,57.49,17.35,31.47,30.85,23.13,3.88,1.21,5.07,0.3,2.7091007083461665,0.0094191522762951,8.92,31.15
17.76,41.28,17.94,31.22,31.19,23.34,3.34,0.8,8.41,0.3,4.6826629422718815,0.0093196644920782,5.07,30.85
32.99,78.22,16.04,28.46,28.17,21.85,3.92,0.93,6.54,0.3,3.56081466395112,0.0102845389098388,8.41,31.19
35.43,85.04,16.6,28.72,28.77,21.13,3.11,1.03,7.32,0.3,4.088559892328399,0.0100772589855559,6.54,28.17
37.62,99.48,23.37,38.58,39.53,27.17,4.11,1.32,9.76,0.3,5.76278928751895,0.00740192450037,7.32,28.77
43.36,94.73,18.84,32.06,32.37,22.98,4.9,1.35,10.11,0.3,5.76141560798548,0.0089901108780341,9.76,39.53
42.96,116.46,19.29,32.69,33.07,23.7,4.27,1.15,8.96,0.3,5.130258236865539,0.0088054006457293,10.11,32.37
68.28,88.91,25.98,41.68,43.29,29.25,5.09,1.66,7.32,0.3,4.455801312089973,0.0067735380447053,8.96,33.07
66.85,86.38,20.04,33.09,33.89,23.46,4.28,1.3,12.59,0.3,7.401102962745672,0.0085984522785898,7.32,43.29
70.94,86.38,20.18,32.55,33.73,22.57,4.7,1.18,7.97,0.3,4.793877794336811,0.0086380650734235,12.59,33.89
48.92,65.47,17.89,29.78,30.4,22.91,2.65,0.75,8.14,0.3,4.731143599740092,0.0095541401273885,7.97,33.73
41.06,86.51,18.01,31.15,31.21,22.84,3.19,0.78,7.7,0.3,4.31343701399689,0.0093138776777398,8.14,30.4
64.0,122.14,17.74,32.03,31.46,23.32,3.89,1.18,9.71,0.16,5.215119588253104,0.0049291435613062,7.7,31.21
77.62,149.39,16.79,29.94,29.58,21.05,4.64,1.2,9.6,0.0,5.209566903684551,0.0,9.71,31.46
63.61,112.47,17.98,31.57,31.41,22.36,3.36,0.95,13.87,0.0,7.656819158735032,0.0,9.6,29.58
49.6,96.02,19.45,33.49,33.63,23.97,4.62,1.38,3.59,0.0,2.0245143519860824,0.0,13.87,31.41
35.49,83.66,22.05,37.08,37.64,27.35,4.42,1.18,3.4,0.0,1.96875,0.0,3.59,33.63
52.83,99.06,20.89,35.54,35.88,25.55,6.7,1.12,5.69,0.0,3.252985769020252,0.0,3.4,37.64
62.63,130.56,20.46,33.91,34.67,24.12,7.54,1.59,12.06,0.0,7.068106559725009,0.0,5.69,35.88
65.88,153.5,25.73,40.77,42.6,27.84,8.96,1.6,4.99,0.0,3.073801771606416,0.0,12.06,34.67
42.14,116.63,17.17,29.05,29.41,21.75,8.91,1.14,12.47,0.0,7.12512146422629,0.0,4.99,42.6
64.26,179.78,18.77,31.58,32.1,21.8,9.8,1.32,12.85,0.0,7.403146101903007,0.0,12.47,29.41
70.12,188.65,16.54,28.8,28.76,22.06,7.8,1.16,18.59,0.0,10.318073825503356,0.0,12.85,32.1
57.6,175.61,15.1,27.76,27.04,20.27,12.77,1.16,15.2,0.0,7.980528511821974,0.0,18.59,28.76
60.17,191.83,17.59,30.53,30.56,21.33,11.81,1.65,13.93,0.0,7.771287662543608,0.0,15.2,27.04
81.12,199.23,21.68,33.98,35.67,24.85,13.04,1.7,17.43,0.0,10.802813036020584,0.0,13.93,30.56
82.46,197.32,22.81,37.14,38.31,27.81,17.8,1.82,15.66,0.0,9.365616151022548,0.0,17.43,35.67
81.89,216.19,20.0,33.08,33.86,24.13,22.68,1.68,19.55,0.0,11.473004694835682,0.0,15.66,38.31
75.33,206.72,21.83,36.92,37.38,27.23,20.03,1.75,16.93,0.0,9.746358122362867,0.0,19.55,33.86
75.93,217.69,26.38,43.97,44.84,30.01,26.13,2.39,15.95,0.0,9.356482099177228,0.0,16.93,37.38
89.71,232.01,22.56,37.25,38.15,27.14,25.42,2.05,17.76,0.0,10.474917647058824,0.0,15.95,44.84
84.02,187.09,19.98,34.81,34.7,25.86,27.55,2.01,10.56,0.0,5.8918961184026815,0.0,17.76,38.15
91.02,107.45,20.54,36.97,36.37,27.77,24.83,2.01,20.02,0.0,10.8298867526995,0.0,10.56,34.7
115.62,190.34,18.79,33.5,33.1,29.47,31.56,1.9,32.81,0.0,17.86956231884058,0.0,20.02,36.37
116.25,185.96,19.12,32.19,32.66,30.09,30.7,1.98,31.09,0.0,17.91023802350106,0.0,32.81,33.1
154.8,239.44,27.97,46.22,47.32,38.27,35.97,3.23,45.7,0.0,27.069652689538334,0.0,31.09,32.66
161.31,249.67,35.25,54.72,57.76,43.18,27.16,4.03,10.19,0.0,6.44647343862168,0.0,45.7,47.32
174.8,255.39,26.51,41.47,43.61,34.76,17.9,3.37,11.73,0.0,7.32192842006122,0.0,10.19,57.76
182.62,248.11,21.88,36.46,37.21,29.07,30.04,2.53,16.94,0.0,9.894479444741055,0.0,11.73,43.61
139.26,194.83,21.04,34.66,35.54,27.63,27.57,2.82,26.43,0.0,15.594144699943914,0.0,16.94,37.21
147.85,210.63,28.02,45.05,46.74,36.54,23.46,3.62,20.02,0.0,12.181550488599347,0.0,26.43,35.54
110.67,160.57,21.1,34.82,35.67,31.95,17.84,2.37,22.47,0.0,13.236097152428812,0.0,20.02,46.74
129.84,188.06,18.65,32.1,32.24,28.02,22.67,2.31,25.46,0.0,14.345287009063444,0.0,22.47,35.67
112.7,181.15,25.69,41.98,43.21,34.53,25.07,3.22,23.48,0.0,14.034462540716616,0.0,25.46,32.24
123.4,168.11,34.98,55.29,57.85,42.18,18.53,3.89,18.1,0.0,11.247788239474152,0.0,23.48,43.21
172.23,238.3,31.65,51.04,52.88,38.99,33.5,4.56,15.61,0.0,9.493783627978477,0.0,18.1,57.85
201.34,254.97,33.32,54.68,56.17,43.05,27.7,4.43,20.1,0.0,12.02823275862069,0.0,15.61,52.88
172.91,222.41,33.05,51.52,54.27,39.34,24.01,4.4,25.31,0.0,15.927180121858337,0.0,20.1,56.17
149.61,191.99,31.98,49.28,52.21,38.08,21.11,4.56,22.11,0.0,14.06280429594272,0.0,25.31,54.27
157.62,224.81,29.94,49.41,50.62,40.53,30.24,4.12,19.28,0.0,11.450966078159098,0.0,22.11,52.21
139.26,215.11,25.04,43.28,43.38,35.51,17.3,3.36,18.02,0.0,10.190171635049683,0.0,19.28,50.62
197.45,293.96,33.82,55.55,57.04,42.23,24.11,3.65,20.12,0.0,12.032862953138816,0.0,18.02,43.38
234.76,340.48,43.64,74.26,74.97,53.93,26.86,4.95,19.12,0.0,11.086856231730003,0.0,20.12,57.04
219.19,302.16,26.68,46.07,46.2,38.12,23.32,3.83,21.67,0.0,12.282889313787976,0.0,19.12,74.97
252.1,376.76,14.0,25.82,25.12,25.48,23.76,3.02,22.17,0.0,11.572706935123042,0.0,21.67,46.2
210.1,362.38,19.96,34.35,34.5,30.58,27.95,3.23,23.57,0.0,13.308548797736917,0.0,22.17,25.12
169.62,257.58,27.89,47.61,48.0,37.46,22.26,3.53,20.23,14.34,11.606967702118906,0.2926530612244898,23.57,34.5
176.82,237.06,44.54,71.15,74.06,51.47,19.74,4.56,16.28,9.03,10.050051282051282,0.1203037569944044,20.23,48.0
276.91,392.01,35.22,58.8,59.9,44.86,23.87,4.24,14.32,7.1,8.433953177257525,0.1165845648604269,16.28,74.06
367.45,441.81,32.13,54.97,55.36,41.86,24.15,4.14,21.46,7.43,12.319274611398964,0.1318310858765081,14.32,59.9
429.88,507.47,64.92,74.95,92.07,50.58,21.13,4.56,15.43,10.03,13.189145490454246,0.107768346405931,21.46,55.36
346.48,464.72,95.63,83.02,121.91,54.92,24.83,4.48,17.55,7.23,19.975083313496786,0.0588235294117647,15.43,92.07
389.61,485.32,121.45,92.15,147.76,60.82,32.29,5.15,14.77,9.36,19.25728931830381,0.0629201398225329,17.55,121.91
514.25,605.16,98.71,83.09,124.45,56.34,22.93,5.89,12.78,10.67,15.00194791295041,0.0850538062973296,14.77,147.76
578.43,631.85,91.58,75.29,114.5,55.04,21.52,6.03,11.41,9.55,13.69678594835496,0.0826839826839826,12.78,124.45
578.43,631.85,91.58,75.29,114.5,55.04,21.52,6.03,11.41,9.55,13.69678594835496,0.0826839826839826,11.41,114.5
430.43,480.28,52.99,42.85,65.88,38.9,29.98,4.74,12.05,5.43,14.561676168757128,0.0811901913875598,11.41,114.5
482.68,541.3,67.26,44.13,78.16,41.28,19.38,5.14,13.61,9.43,20.283815643695988,0.1191258211217786,12.05,65.88
578.67,594.99,56.87,44.88,70.1,41.98,22.63,5.03,10.04,8.64,12.44496076721883,0.1215189873417721,13.61,78.16
659.29,691.84,32.95,34.25,45.0,32.31,24.14,3.42,7.43,5.04,6.945205673758865,0.1095652173913043,10.04,70.1
132.65,169.11,26.33,29.83,37.28,29.5,12.43,2.13,7.74,2.01,6.610256243918261,0.0525078369905956,7.43,45.0
79.95,128.36,31.17,32.12,42.43,31.41,12.47,2.11,9.77,5.83,9.19477355072464,0.1342390052958784,7.74,37.28
119.75,175.23,23.38,27.03,33.38,24.09,11.12,2.37,16.66,6.03,13.896211202283268,0.175392670157068,9.77,42.43
140.26,201.27,38.52,32.76,48.74,29.1,17.98,2.77,15.81,3.36,18.03913507109005,0.0675512665862484,16.66,33.38
155.46,220.04,30.37,31.28,41.32,26.1,17.61,2.29,19.9,6.11,18.722521685254023,0.1443761814744801,15.81,48.74
120.75,189.98,23.61,25.54,32.78,22.52,16.67,2.22,21.93,4.47,19.508941220798796,0.1323268206039076,19.9,41.32
152.58,276.51,33.03,29.18,42.38,26.42,16.96,2.67,15.89,6.51,17.39054671968191,0.1500691562932226,21.93,32.78
209.14,286.7,54.73,37.61,64.5,34.48,18.99,4.57,9.25,7.67,13.111952861952862,0.1170992366412213,15.89,42.38
273.37,425.69,77.21,46.68,87.61,43.14,23.9,6.52,10.79,11.81,17.47264890939597,0.1332806680961517,9.25,64.5
314.73,468.52,55.65,38.89,65.94,36.99,24.11,4.44,6.42,6.32,8.956455251942842,0.094412907080968,10.79,87.61
129.92,468.52,27.69,29.27,38.09,26.44,15.67,2.31,9.75,5.21,8.918979187314173,0.1332821693527756,6.42,65.94
89.6,468.52,26.21,27.73,36.06,24.88,14.1,2.14,13.29,5.18,12.124291681169508,0.139773340528872,9.75,38.09
132.75,468.52,26.42,24.54,34.53,22.73,13.33,2.68,21.38,2.64,22.116664056382145,0.0743034055727554,13.29,36.06
141.97,468.52,29.2,26.47,37.82,19.61,18.17,3.91,40.31,3.58,42.84863487440845,0.0922205048943843,21.38,34.53
194.43,336.0,57.19,38.34,66.9,36.42,15.56,4.77,26.08,8.2,37.913451957295365,0.1207658321060382,40.31,37.82
201.05,282.77,57.54,41.58,68.9,38.33,20.68,5.26,22.26,11.31,30.08079849694693,0.1618025751072961,26.08,66.9
186.03,269.05,48.97,36.98,59.48,35.75,19.82,4.39,24.59,10.11,31.7054318062138,0.1671626984126984,22.26,68.9
152.18,206.62,45.22,37.47,56.47,36.7,17.85,4.04,23.12,6.62,27.17666753314271,0.1151905341917522,24.59,59.48
227.25,327.82,86.49,42.4,92.86,48.32,23.39,6.74,14.42,13.58,28.737,0.144683571276369,23.12,56.47
235.59,321.37,61.89,21.06,61.51,39.64,15.44,4.42,8.8,19.55,24.68866727107888,0.312749960006399,14.42,92.86
221.15,293.96,54.11,20.06,54.66,38.83,17.21,3.8,10.78,14.63,27.6973314339981,0.2628458498023716,8.8,61.51
228.67,315.91,46.31,21.48,49.07,36.57,8.34,3.78,14.34,9.55,29.541165480427047,0.1907329738366287,10.78,54.66
192.12,280.34,72.33,19.16,69.0,43.9,15.0,4.75,16.26,16.69,58.33758928571429,0.2384285714285714,14.34,49.07
177.09,251.53,74.83,20.73,71.87,43.96,19.24,4.78,14.53,18.36,50.03589047399908,0.2519555372581309,16.26,69.0
124.42,190.08,54.26,18.1,53.74,36.73,19.03,3.2,13.14,11.6,37.32860732984293,0.2119108512970405,14.53,71.87
164.0,261.97,65.42,18.3,62.92,42.76,21.3,3.69,11.26,17.14,38.16731606217616,0.2681476846057572,13.14,53.74
243.35,317.64,39.99,17.27,41.7,36.28,8.89,3.13,13.12,13.4,28.717504105090317,0.3138173302107728,11.26,62.92
119.31,175.15,27.96,17.68,32.14,28.92,8.48,1.87,17.64,10.34,26.40334047109208,0.312009656004828,13.12,41.7
87.43,130.44,27.88,16.59,31.49,23.98,11.51,1.77,19.19,8.5,30.415986355884023,0.2616189596799015,17.64,32.14
115.39,166.51,25.77,15.07,28.97,22.43,25.9,1.92,16.97,6.83,27.21324828873677,0.2278945612278945,19.19,31.49
111.88,159.25,23.95,15.02,27.44,22.13,9.62,2.03,18.8,6.61,28.106117353308363,0.2324191279887482,16.97,28.97
120.64,168.47,21.48,14.53,25.18,20.75,5.58,2.09,22.17,10.26,30.6639793947199,0.3919022154316272,18.8,27.44
123.38,173.4,22.43,13.64,25.5,20.59,11.04,2.45,28.62,9.5,43.84881147540983,0.3584905660377358,22.17,25.18
140.08,200.96,26.09,14.15,28.74,21.01,13.14,2.66,27.38,8.58,47.15143234323432,0.2885003362474782,28.62,25.5
174.51,241.26,39.67,13.32,39.34,26.27,15.26,3.23,27.17,15.85,75.26773044692737,0.3929102627664848,27.38,28.74
195.78,257.25,50.2,14.17,48.35,31.03,27.05,4.24,27.63,12.89,91.43216875412,0.2611955420466059,27.17,39.34
367.27,481.55,80.69,14.79,72.82,43.44,22.86,6.31,26.47,18.19,135.26689677010765,0.2464101869412084,27.63,48.35
315.85,403.86,113.16,14.08,97.66,52.84,26.11,7.07,20.96,26.49,157.28339522546418,0.2684978714778026,26.47,72.82
297.22,383.0,79.22,14.32,71.58,43.53,23.1,5.81,17.63,16.44,91.16505221932114,0.2265086800771562,20.96,97.66
184.82,247.39,44.16,14.2,43.45,30.65,11.97,3.69,20.57,9.93,59.76126315789473,0.2233970753655793,17.63,71.58
201.73,266.16,50.71,13.98,48.66,31.8,10.48,4.19,20.61,8.81,69.768564753004,0.1774063632702376,20.57,43.45
233.82,317.96,65.35,13.85,60.49,37.16,23.88,4.44,14.16,8.47,62.31353535353535,0.1377459749552773,20.61,48.66
62.52,163.0,23.33,15.64,27.29,20.99,21.63,2.48,21.4,3.42,30.003725961538457,0.1208907741251325,14.16,60.49
86.41,178.97,22.51,17.11,27.4,21.88,11.19,2.63,20.38,4.33,25.331518498067368,0.1524647887323943,21.4,27.29
130.75,180.98,23.32,15.97,27.45,22.65,6.26,2.98,16.77,4.32,23.045162050677668,0.1518453427065026,20.38,27.4
187.07,244.57,29.6,14.51,31.79,24.76,8.53,3.81,14.69,6.11,28.035074145712446,0.1863372979566941,16.77,27.45
363.12,459.14,75.31,13.24,67.79,39.14,21.39,6.75,8.54,12.66,45.164845505617976,0.1840383776711731,14.69,31.79
260.94,325.94,41.36,12.76,40.42,30.58,20.41,4.45,6.77,7.56,20.34936046511628,0.1825205214872042,8.54,67.79
117.07,144.22,34.11,11.25,33.72,28.0,12.43,3.13,6.04,3.26,16.818318367346937,0.0938940092165898,6.77,40.42
80.38,109.95,35.45,14.4,36.48,31.62,11.05,3.0,6.78,4.18,15.607207792207792,0.1115261472785485,6.04,33.72
60.66,83.23,38.51,13.28,38.37,35.92,11.22,2.75,6.33,4.32,17.07060924369748,0.1097282194564389,6.78,36.48
102.86,143.35,44.25,13.21,43.0,43.01,12.04,2.48,6.22,4.55,19.369106263194933,0.1034090909090909,6.33,38.37
78.06,127.15,29.55,15.15,32.07,34.02,7.1,1.65,7.7,3.31,14.088854489164088,0.1000907166616268,6.22,43.0
104.67,185.61,33.66,13.45,34.52,29.59,9.71,1.59,7.37,4.34,17.16776470588235,0.1221846846846846,7.7,32.07
123.24,172.59,28.01,13.37,29.87,24.99,15.52,0.97,8.09,4.33,15.76902574808629,0.1402656300615484,7.37,34.52
90.52,135.94,23.61,13.61,26.44,21.27,4.97,0.57,14.09,2.32,22.769671457905545,0.0845481049562682,8.09,29.87
100.01,144.54,23.09,14.73,26.61,21.73,3.89,0.98,12.71,3.05,18.6569548633185,0.1104672220210068,14.09,26.44
149.8,212.45,32.78,15.25,34.76,27.58,7.19,1.0,12.43,6.1,25.074178461538462,0.1705816554809843,12.71,26.61
191.36,286.62,45.27,14.15,44.32,30.11,10.17,1.47,16.26,8.19,48.586811881188126,0.1807149161518093,12.43,34.76
326.26,431.97,73.37,15.06,67.67,41.55,20.52,3.36,6.77,12.7,30.92869863013698,0.1849424785204601,16.26,44.32
357.7,467.5,73.0,15.21,67.44,40.81,20.45,3.81,7.09,11.46,31.9290561381863,0.1674459380479252,6.77,67.67
280.92,379.79,37.66,16.11,39.18,30.9,10.64,1.25,10.11,13.2,22.252635885447106,0.3285216525634644,7.09,67.44
239.34,285.68,25.96,14.44,28.78,25.62,8.87,0.34,7.25,7.7,12.18976683937824,0.2585627938213566,10.11,39.18
247.92,330.95,42.45,13.35,41.62,31.71,16.75,5.15,6.88,6.13,20.352334494773523,0.1438291881745659,7.25,28.78
304.86,385.86,47.04,12.91,45.11,32.96,12.69,3.05,8.55,12.86,28.91387491013659,0.2788982867057037,6.88,41.62
173.32,221.57,21.75,13.64,24.93,20.73,6.94,1.28,11.89,6.05,17.664446721311474,0.2333204782105669,8.55,45.11
239.18,285.13,28.56,13.56,30.43,23.44,10.39,1.72,19.13,4.49,37.52423076923077,0.1428571428571428,11.89,24.93
528.88,590.59,62.37,9.83,55.94,46.42,15.31,3.36,6.23,9.24,35.87858725761773,0.1622760800842992,19.13,30.43
434.26,460.87,25.0,10.8,26.07,19.98,12.22,1.48,8.08,5.79,17.11864406779661,0.2138899150350942,6.23,55.94
615.48,665.79,28.47,10.06,28.5,21.48,9.63,1.15,6.26,4.78,16.11412296564195,0.1620338983050847,8.08,26.07
366.27,416.57,28.55,12.83,30.03,20.81,8.35,1.43,12.41,5.63,25.61861894432393,0.1814373187238156,6.26,28.5
182.26,263.0,31.7,12.51,32.43,25.14,11.75,1.82,19.55,8.02,45.872316802368616,0.2399042775949745,12.41,30.03
194.12,286.78,30.65,15.83,33.34,24.67,13.23,2.04,17.51,7.92,31.88838383838384,0.2306348281887012,19.55,32.43
296.91,404.86,61.38,20.32,60.72,38.18,21.39,3.81,11.79,10.17,33.943255159474674,0.1647764095917044,17.51,33.34
235.04,336.4,49.49,17.23,49.41,34.0,16.15,2.53,14.26,9.43,38.71241908941305,0.1870660583217615,11.79,60.72
152.08,224.16,27.73,15.76,30.94,25.12,17.79,1.58,21.35,5.56,35.324313842482105,0.1740763932373199,14.26,49.41
164.93,242.88,56.47,15.63,54.22,33.68,16.4,2.68,17.54,5.86,59.56006013229103,0.1061209706628033,21.35,30.94
254.8,373.13,65.91,21.12,64.82,53.36,20.69,3.71,14.16,11.2,42.19193490054249,0.1701610452749924,17.54,54.22
194.88,303.0,54.96,20.65,55.68,43.61,29.84,3.16,18.14,8.49,46.04962586605082,0.149788285109386,14.16,64.82
195.39,271.94,42.21,19.83,44.86,36.06,20.77,1.96,7.35,4.42,14.89407105136822,0.0963802878325338,18.14,55.68
151.2,201.45,36.18,17.13,38.53,33.04,14.31,1.55,8.38,3.91,16.723022614451185,0.098912218568176,7.35,44.86
78.82,130.68,37.27,22.26,42.14,27.91,13.73,1.33,9.92,5.28,15.895030094582976,0.1223922114047287,8.38,38.53
103.91,154.27,26.53,31.47,38.31,21.27,18.34,1.07,15.91,5.52,12.999454881429012,0.1404222844060035,9.92,42.14
140.3,201.54,31.75,32.31,42.9,23.46,17.85,1.58,19.44,5.29,18.529570699489643,0.120501138952164,15.91,38.31
216.31,370.27,55.32,52.1,68.59,39.57,10.01,2.86,17.52,11.01,18.252474576271187,0.1582123868371892,19.44,42.9
200.81,294.66,65.03,50.13,81.23,132.71,34.19,3.52,16.84,11.81,21.418055935849797,0.1436215493129028,17.52,68.59
196.96,314.24,78.1,57.66,94.11,84.21,36.07,3.39,13.04,11.93,17.361472894647118,0.1254337083377142,16.84,81.23
190.44,291.89,58.99,48.08,73.53,44.21,30.63,2.5,14.18,10.75,17.043158109209454,0.144237219911445,13.04,94.11
273.4,379.73,67.87,52.09,82.89,128.17,27.58,2.92,12.31,12.3,15.737044641175364,0.1466205745619263,14.18,73.53
170.85,222.52,58.14,53.88,75.92,210.49,21.29,3.19,10.53,10.28,11.155506559766764,0.1336453458138325,12.31,82.89
170.85,222.52,89.12,65.0,107.03,235.41,27.26,4.22,12.68,14.31,17.121842424242423,0.1324632046653707,10.53,75.92
